fid,event_id,geom_ids,survey_dat,survey_d_1,agents,hosts,symptoms,survey_met,trigger_pr,trigger_se,trigger__1,trigger__2,country,silvicultu,sanitary_i,sanitary_1,sanitary_2,pattern_de,pattern_di,pattern_mo,pattern__1,severity_d,severity_1,severity_m,severity_2,is_affecte,dataset_co,SURVEYSTA
348,19954,41174,2015-09-10,exact,"Bursaphelenchus leoni,Bursaphelenchus sexdentati,Bursaphelenchus teratospicularis",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-10
349,19955,41175,2015-09-10,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-10
350,19956,41176,2015-09-10,exact,"Bursaphelenchus minutus,Bursaphelenchus teratospicularis",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-10
351,19957,41177,2015-09-10,exact,Bursaphelenchus minutus,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-10
352,19958,41178,2015-09-10,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-10
353,19959,41179,2015-09-10,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-10
354,19960,41180,2015-09-11,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-11
355,19961,41181,2015-09-11,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-11
356,19962,41182,2015-09-11,exact,"Bursaphelenchus minutus,Bursaphelenchus sexdentati",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-11
357,19963,41183,2015-09-11,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-11
358,19964,41184,2015-09-11,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-11
359,19965,41185,2015-09-11,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-11
360,19966,41186,2015-09-11,exact,Bursaphelenchus fungivorus,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-11
361,19967,41187,2015-09-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
362,19968,41188,2015-09-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
363,19969,41189,2015-09-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
364,19970,41190,2015-09-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
365,19971,41191,2015-09-15,exact,,Pinus radiata,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
366,19972,41192,2015-09-15,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
367,19973,41193,2015-09-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
368,19974,41194,2015-09-15,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
369,19975,41195,2015-09-15,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
370,19976,41196,2015-09-15,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
371,19977,41197,2015-09-15,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-15
372,19978,41198,2015-09-16,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-16
373,19979,41199,2015-09-16,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-16
374,19980,41200,2015-09-16,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-16
375,19981,41201,2015-09-16,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-16
376,19982,41202,2015-09-16,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-16
377,19983,41203,2015-09-17,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-17
378,19984,41204,2015-09-17,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-17
379,19985,41205,2015-09-17,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-17
380,19986,41206,2015-09-17,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-17
381,19987,41207,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
382,19988,41208,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
383,19989,41209,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
384,19990,41210,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
385,19991,41211,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
386,19992,41212,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
387,19993,41213,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
388,19994,41214,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
389,19995,41215,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
390,19996,41216,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
391,19997,41217,2015-09-24,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-24
392,19998,41218,2015-09-25,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-25
393,19999,41219,2015-09-25,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-25
394,20000,41220,2015-09-25,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-25
395,20001,41221,2015-09-25,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-25
396,20002,41222,2015-09-25,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-25
397,20003,41223,2015-09-25,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-25
398,20004,41224,2015-09-30,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-09-30
399,20005,41225,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
400,20006,41226,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
401,20007,41227,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
402,20008,41228,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
403,20009,41229,2015-10-07,exact,Bursaphelenchus sexdentati,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
404,20010,41230,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
405,20011,41231,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
406,20012,41232,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
407,20013,41233,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
408,20014,41234,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
409,20015,41235,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
410,20016,41236,2015-10-07,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-07
411,20017,41237,2015-10-08,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
412,20018,41238,2015-10-08,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
413,20019,41239,2015-10-08,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
414,20020,41240,2015-10-08,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
415,20021,41241,2015-10-08,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
416,20022,41242,2015-10-08,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
417,20023,41243,2015-10-08,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
418,20024,41244,2015-10-08,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
419,20025,41245,2015-10-08,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
420,20026,41246,2015-10-08,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
421,20027,41247,2015-10-08,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-08
422,20028,41248,2015-10-14,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-14
423,20029,41249,2015-10-14,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-14
424,20030,41250,2015-10-14,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-14
425,20031,41251,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
426,20032,41252,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
427,20033,41253,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
428,20034,41254,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
429,20035,41255,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
430,20036,41256,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
431,20037,41257,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
432,20038,41258,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
433,20039,41259,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
434,20040,41260,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
435,20041,41261,2015-10-15,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
436,20042,41262,2015-10-15,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
437,20043,41263,2015-10-15,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-15
438,20044,41264,2015-10-19,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-19
439,20045,41265,2015-10-19,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-19
440,20046,41266,2015-10-19,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-19
441,20047,41267,2015-10-19,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-19
442,20048,41268,2015-10-19,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-19
443,20049,41269,2015-10-19,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-19
444,20050,41270,2015-10-19,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-19
445,20051,41271,2015-10-19,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-19
446,20052,41272,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
447,20053,41273,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
448,20054,41274,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
449,20055,41275,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
450,20056,41276,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
451,20057,41277,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
452,20058,41278,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
453,20059,41279,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
454,20060,41280,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
455,20061,41281,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
456,20062,41282,2015-10-20,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
457,20063,41283,2015-10-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-20
458,20064,41284,2015-10-21,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-21
459,20065,41285,2015-10-21,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-21
460,20066,41286,2015-10-21,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-21
461,20067,41287,2015-10-21,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-21
462,20068,41288,2015-10-21,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-21
463,20069,41289,2015-10-21,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-21
464,20070,41290,2015-10-21,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-21
465,20071,41291,2015-10-21,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-21
466,20072,41292,2015-10-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-27
467,20073,41293,2015-10-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-27
468,20074,41294,2015-10-27,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-27
469,20075,41295,2015-10-27,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-27
470,20076,41296,2015-10-27,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-27
471,20077,41297,2015-10-27,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-27
472,20078,41298,2015-10-27,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-27
473,20079,41299,2015-10-27,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-27
474,20080,41300,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
475,20081,41301,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
476,20082,41302,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
477,20083,41303,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
478,20084,41304,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
479,20085,41305,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
480,20086,41306,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
481,20087,41307,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
482,20088,41308,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
483,20089,41309,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
484,20090,41310,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
485,20091,41311,2015-10-28,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
486,20092,41312,2015-10-28,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
487,20093,41313,2015-10-28,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
488,20094,41314,2015-10-28,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-28
489,20095,41315,2015-10-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-30
490,20096,41316,2015-10-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-30
491,20097,41317,2015-10-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-30
492,20098,41318,2015-10-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-10-30
493,20099,41319,2015-11-04,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-11-04
494,20100,41320,2015-11-04,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-11-04
495,20101,41321,2015-11-04,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-11-04
496,20102,41322,2015-11-05,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-11-05
497,20103,41323,2015-11-05,exact,,Pinus halepensis,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2015-11-05
498,20104,41324,2016-04-10,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-04-10
499,20105,41325,2016-09-12,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-12
500,20106,41326,2016-09-12,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-12
501,20107,41327,2016-09-12,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-12
502,20108,41328,2016-09-12,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-12
503,20109,41329,2016-09-12,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-12
504,20110,41330,2016-09-12,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-12
505,20111,41331,2016-09-12,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-12
506,20112,41332,2016-09-12,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-12
507,20113,41333,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
508,20114,41334,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
509,20115,41335,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
510,20116,41336,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
511,20117,41337,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
512,20118,41338,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
513,20119,41339,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
514,20120,41340,2016-09-20,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
515,20121,41341,2016-09-20,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
516,20122,41342,2016-09-20,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
517,20123,41343,2016-09-20,exact,Bursaphelenchus leoni,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
518,20124,41344,2016-09-20,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
519,20125,41345,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
520,20126,41346,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
521,20127,41347,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
522,20128,41348,2016-09-20,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-20
523,20129,41349,2016-09-27,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
524,20130,41350,2016-09-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
525,20131,41351,2016-09-27,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
526,20132,41352,2016-09-27,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
527,20133,41353,2016-09-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
528,20134,41354,2016-09-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
529,20135,41355,2016-09-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
530,20136,41356,2016-09-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
531,20137,41357,2016-09-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
532,20138,41358,2016-09-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
533,20139,41359,2016-09-27,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,,,1,IT-001,2016-09-27
